ip_src		ip_dst
10.254.54.69 		10.254.54.114 
10.254.54.69 		10.254.54.215 
10.254.54.69 		10.254.54.159 
10.254.54.69 		10.254.54.158 
10.254.54.69 		10.254.54.66 
10.254.54.69 		10.254.54.255 
10.254.54.69 		10.254.54.128 
10.254.54.69 		10.254.54.53 
10.254.54.69 		10.254.54.23 
10.254.54.69 		10.254.54.12 
10.254.54.69 		10.254.54.186 
10.254.54.69 		10.254.54.149 
10.254.54.69 		10.254.54.75 
10.254.54.69 		10.254.54.41 
10.254.54.69 		10.254.54.38 
10.254.54.69 		10.254.54.21 
10.254.54.69 		10.254.54.5 
10.254.54.69 		10.254.54.14 
10.254.54.69 		10.254.54.63 
10.254.54.69 		10.254.54.252 
10.254.54.69 		10.254.54.32 
10.254.54.69 		10.254.54.174 
10.254.54.69 		10.254.54.4 
10.254.54.69 		10.254.54.220 
10.254.54.69 		10.254.54.147 
10.254.54.69 		10.254.54.240 
10.254.54.69 		10.254.54.74 
10.254.54.69 		10.254.54.49 
10.254.54.69 		10.254.54.112 
10.254.54.69 		10.254.54.25 
10.254.54.69 		10.254.54.28 
10.254.54.69 		10.254.54.17 
10.254.54.69 		10.254.54.13 
10.254.54.69 		10.254.54.9 
10.254.54.69 		10.254.54.7 
10.254.54.69 		10.254.54.108 
10.254.54.69 		10.254.54.46 
10.254.54.69 		10.254.54.115 
10.254.54.69 		10.254.54.58 
10.254.54.69 		10.254.54.16 
10.254.54.69 		10.254.54.253 
10.254.54.69 		10.254.54.239 
10.254.54.69 		10.254.54.205 
10.254.54.69 		10.254.54.197 
10.254.54.69 		10.254.54.154 
10.254.54.69 		10.254.54.243 
10.254.54.69 		10.254.54.148 
10.254.54.69 		10.254.54.209 
10.254.54.69 		10.254.54.198 
10.254.54.69 		10.254.54.210 
10.254.54.69 		10.254.54.185 
10.254.54.69 		10.254.54.157 
10.254.54.69 		10.254.54.127 
10.254.54.69 		10.254.54.120 
10.254.54.69 		10.254.54.140 
10.254.54.69 		10.254.54.103 
10.254.54.69 		10.254.54.99 
10.254.54.69 		10.254.54.85 
10.254.54.69 		10.254.54.64 
10.254.54.69 		10.254.54.52 
10.254.54.69 		10.254.54.241 
10.254.54.69 		10.254.54.244 
10.254.54.69 		10.254.54.217 
10.254.54.69 		10.254.54.193 
10.254.54.69 		10.254.54.238 
10.254.54.69 		10.254.54.181 
10.254.54.69 		10.254.54.161 
10.254.54.69 		10.254.54.145 
10.254.54.69 		10.254.54.136 
10.254.54.69 		10.254.54.189 
10.254.54.69 		10.254.54.179 
10.254.54.69 		10.254.54.142 
10.254.54.69 		10.254.54.211 
10.254.54.69 		10.254.54.178 
10.254.54.69 		10.254.54.195 
10.254.54.69 		10.254.54.121 
10.254.54.69 		10.254.54.232 
10.254.54.69 		10.254.54.247 
10.254.54.69 		10.254.54.109 
10.254.54.69 		10.254.54.164 
10.254.54.69 		10.254.54.233 
10.254.54.69 		10.254.54.124 
10.254.54.69 		10.254.54.132 
10.254.54.69 		10.254.54.221 
10.254.54.69 		10.254.54.177 
10.254.54.69 		10.254.54.97 
10.254.54.69 		10.254.54.226 
10.254.54.69 		10.254.54.194 
10.254.54.69 		10.254.54.126 
10.254.54.69 		10.254.54.167 
10.254.54.69 		10.254.54.91 
10.254.54.69 		10.254.54.81 
10.254.54.69 		10.254.54.98 
10.254.54.69 		10.254.54.73 
10.254.54.69 		10.254.54.65 
10.254.54.69 		10.254.54.134 
10.254.54.69 		10.254.54.61 
10.254.54.69 		10.254.54.55 
10.254.54.69 		10.254.54.184 
10.254.54.69 		10.254.54.62 
10.254.54.69 		10.254.54.50 
10.254.54.69 		10.254.54.43 
10.254.54.69 		10.254.54.250 
10.254.54.69 		10.254.54.130 
10.254.54.69 		10.254.54.84 
10.254.54.69 		10.254.54.153 
10.254.54.69 		10.254.54.242 
10.254.54.69 		10.254.54.137 
10.254.54.69 		10.254.54.37 
10.254.54.69 		10.254.54.106 
10.254.54.69 		10.254.54.175 
10.254.54.69 		10.254.54.160 
10.254.54.69 		10.254.54.229 
10.254.54.69 		10.254.54.223 
10.254.54.69 		10.254.54.172 
10.254.54.69 		10.254.54.216 
10.254.54.69 		10.254.54.214 
10.254.54.69 		10.254.54.201 
10.254.54.69 		10.254.54.163 
10.254.54.69 		10.254.54.35 
10.254.54.69 		10.254.54.80 
10.254.54.69 		10.254.54.29 
10.254.54.69 		10.254.54.22 
10.254.54.69 		10.254.54.166 
10.254.54.69 		10.254.54.151 
10.254.54.69 		10.254.54.192 
10.254.54.69 		10.254.54.111 
10.254.54.69 		10.254.54.76 
10.254.54.69 		10.254.54.249 
10.254.54.69 		10.254.54.187 
10.254.54.69 		10.254.54.196 
10.254.54.69 		10.254.54.125 
10.254.54.69 		10.254.54.94 
10.254.54.69 		10.254.54.67 
10.254.54.69 		10.254.54.86 
10.254.54.69 		10.254.54.56 
10.254.54.69 		10.254.54.93 
10.254.54.69 		10.254.54.51 
10.254.54.69 		10.254.54.68 
10.254.54.69 		10.254.54.165 
10.254.54.69 		10.254.54.83 
10.254.54.69 		10.254.54.34 
10.254.54.69 		10.254.54.31 
10.254.54.69 		10.254.54.40 
10.254.54.69 		10.254.54.26 
10.254.54.69 		10.254.54.19 
10.254.54.69 		10.254.54.88 
10.254.54.69 		10.254.54.199 
10.254.54.69 		10.254.54.133 
10.254.54.69 		10.254.54.100 
10.254.54.69 		10.254.54.169 
10.254.54.69 		10.254.54.113 
10.254.54.69 		10.254.54.30 
10.254.54.69 		10.254.54.143 
10.254.54.69 		10.254.54.72 
10.254.54.69 		10.254.54.176 
10.254.54.69 		10.254.54.141 
10.254.54.69 		10.254.54.101 
10.254.54.69 		10.254.54.18 
10.254.54.69 		10.254.54.27 
10.254.54.69 		10.254.54.206 
10.254.54.69 		10.254.54.96 
10.254.54.69 		10.254.54.42 
10.254.54.69 		10.254.54.236 
10.254.54.69 		10.254.54.168 
10.254.54.69 		10.254.54.234 
10.254.54.69 		10.254.54.95 
10.254.54.69 		10.254.54.48 
10.254.54.69 		10.254.54.117 
10.254.54.69 		10.254.54.59 
10.254.54.69 		10.254.54.10 
10.254.54.69 		10.254.54.139 
10.254.54.69 		10.254.54.70 
10.254.54.69 		10.254.54.235 
10.254.54.69 		10.254.54.203 
10.254.54.69 		10.254.54.118 
10.254.54.69 		10.254.54.202 
10.254.54.69 		10.254.54.135 
10.254.54.69 		10.254.54.224 
10.254.54.69 		10.254.54.222 
10.254.54.69 		10.254.54.251 
10.254.54.69 		10.254.54.204 
10.254.54.69 		10.254.54.170 
10.254.54.69 		10.254.54.230 
10.254.54.69 		10.254.54.227 
10.254.54.69 		10.254.54.102 
10.254.54.69 		10.254.54.231 
10.254.54.69 		10.254.54.116 
10.254.54.69 		10.254.54.245 
10.254.54.69 		10.254.54.129 
10.254.54.69 		10.254.54.82 
10.254.54.69 		10.254.54.237 
10.254.54.69 		10.254.54.60 
10.254.54.69 		10.254.54.182 
10.254.54.69 		10.254.54.36 
10.254.54.69 		10.254.54.138 
10.254.54.69 		10.254.54.228 
10.254.54.69 		10.254.54.180 
10.254.54.69 		10.254.54.171 
10.254.54.69 		10.254.54.77 
10.254.54.69 		10.254.54.33 
10.254.54.69 		10.254.54.254 
10.254.54.69 		10.254.54.188 
10.254.54.69 		10.254.54.122 
10.254.54.69 		10.254.54.248 
10.254.54.69 		10.254.54.191 
10.254.54.69 		10.254.54.131 
10.254.54.69 		10.254.54.6 
10.254.54.248 		10.254.54.251 
10.254.54.2 		10.254.54.248 
10.254.54.251 		10.254.54.6 
10.254.54.2 		10.254.54.6 
10.254.54.248 		10.254.54.170 
10.254.54.248 		10.254.54.6 
10.254.54.6 		10.254.54.170 
10.254.54.170 		10.254.54.251 
10.254.54.170 		10.254.54.6 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
0.0.0.0 		169.254.105.160 
0.0.0.0 		169.254.105.160 
0.0.0.0 		169.254.105.160 
0.0.0.0 		10.254.54.165 
0.0.0.0 		10.254.54.165 
169.254.105.160 		17.173.254.222 
169.254.105.160 		17.173.254.223 
0.0.0.0 		10.254.54.165 
169.254.105.160 		17.173.254.222 
169.254.105.160 		17.173.254.223 
10.254.54.165 		169.254.255.255 
10.254.54.165 		10.254.54.1 
10.254.54.165 		10.254.54.1 
0.0.0.0 		10.254.54.216 
0.0.0.0 		10.254.54.216 
10.254.54.8 		10.254.54.1 
10.254.54.183 		10.254.54.1 
10.254.54.1 		10.254.54.167 
10.254.54.216 		10.254.54.1 
10.254.54.170 		10.254.54.1 
10.254.54.167 		10.254.54.1 
10.254.54.167 		10.254.54.1 
10.254.54.167 		10.254.54.1 
10.254.54.167 		10.254.54.1 
10.254.54.167 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.167 		10.254.54.1 
10.254.54.126 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.216 		10.254.54.1 
0.0.0.0 		10.254.54.216 
0.0.0.0 		10.254.54.216 
10.254.54.216 		10.254.54.1 
0.0.0.0 		10.254.54.216 
10.254.54.251 		10.254.54.1 
0.0.0.0 		10.254.54.251 
10.254.54.251 		10.254.54.1 
10.254.54.165 		10.254.54.1 
0.0.0.0 		10.254.54.251 
0.0.0.0 		10.254.54.251 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.167 		10.254.54.1 
10.254.54.167 		10.254.54.1 
10.254.54.167 		10.254.54.1 
10.254.54.167 		10.254.54.1 
10.254.54.167 		10.254.54.1 
10.254.54.167 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
0.0.0.0 		10.254.54.216 
0.0.0.0 		10.254.54.251 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
0.0.0.0 		10.254.54.216 
0.0.0.0 		10.254.54.251 
10.254.54.251 		10.254.54.1 
0.0.0.0 		10.254.54.216 
0.0.0.0 		10.254.54.251 
10.254.54.126 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.182 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.248 		10.254.54.1 
0.0.0.0 		10.254.54.248 
10.254.54.248 		10.254.54.1 
0.0.0.0 		10.254.54.248 
10.254.54.248 		10.254.54.1 
10.254.54.248 		10.254.54.1 
10.254.54.248 		10.254.54.1 
10.254.54.248 		10.254.54.1 
10.254.54.216 		10.254.54.1 
10.254.54.248 		10.254.54.1 
10.254.54.248 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.248 		10.254.54.251 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.216 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
0.0.0.0 		10.254.54.190 
0.0.0.0 		10.254.54.190 
0.0.0.0 		10.254.54.190 
10.254.54.190 		10.254.54.1 
10.254.54.190 		169.254.255.255 
10.254.54.190 		10.254.54.1 
10.254.54.190 		10.254.54.1 
10.254.54.190 		10.254.54.251 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.196 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.226 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.216 		10.254.54.1 
10.254.54.216 		10.254.54.1 
0.0.0.0 		10.254.54.216 
0.0.0.0 		10.254.54.216 
0.0.0.0 		10.254.54.216 
10.254.54.202 		10.254.54.1 
10.254.54.207 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.6 		10.254.54.1 
10.254.54.6 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
0.0.0.0 		10.254.54.190 
0.0.0.0 		10.254.54.190 
0.0.0.0 		10.254.54.190 
10.254.54.190 		10.254.54.1 
10.254.54.190 		169.254.255.255 
10.254.54.190 		10.254.54.1 
10.254.54.251 		10.254.54.190 
10.254.54.8 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.251 		10.254.54.248 
10.254.54.248 		10.254.54.251 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
0.0.0.0 		169.254.127.128 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.212 		10.254.54.1 
10.254.54.195 		10.254.54.1 
10.254.54.6 		10.254.54.1 
10.254.54.6 		10.254.54.1 
10.254.54.6 		10.254.54.1 
192.168.0.1 		192.168.0.77 
0.0.0.0 		192.168.0.77 
192.168.0.1 		192.168.0.77 
0.0.0.0 		192.168.0.77 
0.0.0.0 		192.168.0.77 
192.168.0.77 		192.168.0.1 
192.168.0.77 		169.254.255.255 
192.168.0.77 		192.168.0.1 
192.168.0.77 		169.254.255.255 
192.168.0.77 		169.254.255.255 
192.168.0.77 		169.254.255.255 
192.168.0.77 		192.168.0.1 
192.168.0.77 		169.254.255.255 
192.168.0.1 		192.168.0.77 
192.168.0.3 		192.168.0.77 
192.168.0.1 		192.168.0.116 
192.168.0.116 		169.254.255.255 
192.168.0.116 		169.254.255.255 
192.168.0.116 		169.254.255.255 
192.168.0.116 		169.254.255.255 
192.168.0.116 		192.168.0.1 
192.168.0.116 		169.254.255.255 
192.168.0.116 		192.168.0.1 
192.168.0.116 		192.168.0.1 
192.168.0.1 		192.168.0.116 
192.168.0.116 		169.254.255.255 
192.168.0.116 		192.168.0.1 
192.168.0.116 		169.254.255.255 
192.168.0.116 		169.254.255.255 
192.168.0.116 		169.254.255.255 
192.168.0.116 		192.168.0.1 
192.168.0.116 		192.168.0.1 
192.168.0.116 		192.168.0.1 
181.167.184.84 		192.168.0.241 
181.167.184.84 		192.168.0.241 
181.167.184.84 		192.168.0.241 
192.168.0.1 		192.168.0.79 
192.168.0.79 		192.168.0.1 
192.168.0.8 		192.168.0.1 
181.167.184.84 		192.168.0.54 
192.168.0.1 		192.168.0.8 
192.168.0.8 		192.168.0.1 
192.168.0.1 		192.168.0.81 
181.167.184.84 		192.168.0.81 
192.168.0.8 		192.168.0.1 
181.167.184.84 		192.168.0.247 
192.168.0.1 		192.168.0.82 
192.168.0.1 		192.168.0.83 
192.168.0.1 		192.168.0.83 
192.168.0.83 		192.168.0.1 
192.168.0.1 		192.168.0.83 
192.168.0.1 		192.168.0.85 
192.168.0.85 		192.168.0.1 
192.168.0.85 		192.168.0.1 
192.168.0.85 		192.168.0.1 
192.168.0.11 		192.168.0.1 
192.168.0.77 		192.168.0.1 
192.168.0.77 		192.168.0.1 
192.168.0.77 		192.168.0.1 
10.254.54.6 		10.254.54.1 
192.168.0.77 		192.168.0.1 
10.254.54.6 		10.254.54.1 
192.168.0.77 		192.168.0.1 
10.254.54.6 		10.254.54.1 
192.168.0.77 		192.168.0.1 
0.0.0.0 		169.254.34.243 
0.0.0.0 		169.254.34.243 
0.0.0.0 		169.254.34.243 
169.254.34.243 		17.173.254.222 
169.254.34.243 		17.173.254.223 
169.254.34.243 		17.173.254.222 
169.254.34.243 		17.173.254.223 
169.254.34.243 		17.173.254.222 
169.254.34.243 		17.173.254.223 
169.254.34.243 		17.173.254.222 
169.254.34.243 		17.173.254.223 
169.254.34.243 		17.173.254.222 
169.254.34.243 		17.173.254.223 
0.0.0.0 		192.168.0.202 
169.254.34.243 		17.173.254.222 
169.254.34.243 		17.173.254.223 
0.0.0.0 		192.168.0.202 
0.0.0.0 		192.168.0.202 
192.168.0.202 		169.254.255.255 
192.168.0.202 		192.168.0.1 
192.168.0.202 		192.168.0.1 
192.168.0.202 		192.168.0.1 
192.168.0.202 		169.254.255.255 
192.168.0.202 		169.254.255.255 
192.168.0.202 		169.254.255.255 
192.168.0.1		192.168.0.202 
192.168.0.202 		169.254.255.255 
192.168.0.1		169.254.13.35 
192.168.0.1		192.168.0.14 
192.168.0.1		192.168.0.202 
192.168.0.1		192.168.0.129 
192.168.0.1		192.168.0.129 
10.254.54.6 		10.254.54.1 
192.168.0.77 		192.168.0.1 
192.168.0.202 		192.168.0.1 
192.168.0.202 		169.254.255.255 
192.168.0.77 		192.168.0.1 
192.168.0.1 		192.168.0.77 
192.168.0.202 		169.254.255.255 
192.168.0.202 		169.254.255.255 
192.168.0.202 		169.254.255.255 
192.168.0.202 		169.254.255.255 
192.168.0.19 		192.168.0.1 
192.168.0.1 		192.168.0.77 
192.168.0.1 		192.168.0.77 
0.0.0.0 		192.168.0.77 
192.168.0.1 		192.168.0.77 
0.0.0.0 		192.168.0.77 
0.0.0.0 		192.168.0.77 
0.0.0.0 		169.254.81.5 
192.168.0.77 		192.168.0.1 
192.168.0.77 		169.254.255.255 
192.168.0.77 		192.168.0.1 
0.0.0.0 		169.254.81.5 
192.168.0.77 		169.254.255.255 
0.0.0.0 		169.254.81.5 
192.168.0.77 		169.254.255.255 
192.168.0.1 		192.168.0.21 
192.168.0.77 		169.254.255.255 
192.168.0.77 		169.254.255.255 
192.168.0.21 		169.254.255.255 
192.168.0.21 		169.254.255.255 
192.168.0.21 		169.254.255.255 
192.168.0.21 		192.168.0.1 
192.168.0.21 		192.168.0.1 
192.168.0.1 		192.168.0.104 
192.168.0.1 		192.168.0.104 
192.168.0.1 		192.168.0.104 
192.168.0.3 		192.168.0.77 
192.168.0.1 		192.168.0.7 
192.168.0.1 		192.168.0.11 
192.168.0.8 		192.168.0.1 
192.168.0.1 		192.168.0.12 
192.168.0.1 		192.168.0.13 
192.168.0.1 		192.168.0.22 
192.168.0.22 		192.168.0.1 
192.168.0.1 		192.168.0.19 
192.168.0.1 		192.168.0.20 
192.168.0.1 		192.168.0.104 
192.168.0.1 		192.168.0.21 
192.168.0.1 		192.168.0.38 
192.168.0.1 		192.168.0.70 
192.168.0.1 		192.168.0.104 
192.168.0.104 		192.168.0.1 
192.168.0.1 		192.168.0.77 
192.168.0.1 		192.168.0.92 
192.168.0.1 		192.168.0.93 
181.167.184.84 		192.168.0.10 
192.168.0.1 		192.168.0.95 
181.167.184.84 		192.168.0.12 
181.167.184.84 		192.168.0.13 
192.168.0.1 		192.168.0.96 
192.168.0.1 		192.168.0.97 
192.168.0.1 		192.168.0.99 
192.168.0.1 		192.168.0.100 
192.168.0.1 		192.168.0.101 
181.167.184.84 		192.168.0.19 
192.168.0.1 		192.168.0.25 
192.168.0.1 		192.168.0.104 
192.168.0.1 		192.168.0.105 
192.168.0.1 		192.168.0.106 
192.168.0.1 		192.168.0.107 
181.167.184.84 		192.168.0.13 
192.168.0.1 		192.168.0.116 
192.168.0.1 		192.168.0.148 
181.167.184.84 		192.168.0.10 
192.168.0.1 		192.168.0.202 
192.168.0.1 		192.168.0.208 
192.168.0.1 		192.168.0.214 
192.168.0.1 		192.168.0.23 
181.167.184.84 		192.168.0.13 
192.168.0.1 		192.168.0.183 
181.167.184.84 		192.168.0.101 
181.167.184.84 		192.168.0.241 
181.167.184.84 		192.168.0.105 
181.167.184.84 		192.168.0.2 
181.167.184.84 		192.168.0.32 
192.168.0.1 		192.168.0.26 
181.167.184.84 		192.168.0.19 
192.168.0.1 		192.168.0.26 
192.168.0.1 		192.168.0.109 
192.168.0.26 		192.168.0.1 
192.168.0.1 		192.168.0.109 
0.0.0.0 		192.168.0.109 
0.0.0.0 		192.168.0.109 
0.0.0.0 		192.168.0.109 
192.168.0.109 		192.168.0.1 
192.168.0.109 		169.254.255.255 
192.168.0.109 		192.168.0.1 
192.168.0.109 		169.254.255.255 
192.168.0.109 		169.254.255.255 
192.168.0.109 		169.254.255.255 
192.168.0.109 		169.254.255.255 
181.167.184.84 		192.168.0.241 
181.167.184.84 		192.168.0.10 
181.167.184.84 		192.168.0.13 
181.167.184.84 		192.168.0.2 
181.167.184.84 		192.168.0.32 
181.167.184.84 		192.168.0.241 
181.167.184.84 		192.168.0.13 
192.168.0.1 		192.168.0.70 
192.168.0.1 		192.168.0.70 
192.168.0.70 		192.168.0.1 
192.168.0.70 		192.168.0.18 
181.167.184.84 		192.168.0.16 
181.167.184.84 		192.168.0.19 
181.167.184.84 		192.168.0.214 
192.168.0.1 		192.168.0.9 
192.168.0.1 		192.168.0.9 
0.0.0.0 		192.168.0.9 
192.168.0.70 		192.168.0.18 
0.0.0.0 		192.168.0.9 
0.0.0.0 		192.168.0.9 
192.168.0.9 		169.254.255.255 
192.168.0.9 		169.254.255.255 
192.168.0.1 		192.168.0.111 
181.167.184.84 		192.168.0.2 
192.168.0.111 		192.168.0.1 
181.167.184.84 		192.168.0.19 
181.167.184.84 		192.168.0.108 
181.167.184.84 		192.168.0.10 
181.167.184.84 		192.168.0.13 
181.167.184.84 		192.168.0.101 
181.167.184.84 		192.168.0.105 
192.168.0.77 		192.168.0.1 
192.168.0.77 		192.168.0.1 
192.168.0.77 		192.168.0.1 
10.254.54.6 		10.254.54.1 
192.168.0.202 		192.168.0.1 
192.168.0.77 		192.168.0.1 
192.168.0.202 		192.168.0.1 
192.168.0.1		192.168.0.202 
192.168.0.1		192.168.0.202 
192.168.0.202 		192.168.0.1 
192.168.0.202 		192.168.0.1 
192.168.0.3		192.168.0.1 
