192.168.1.1 		192.168.1.175 
192.168.1.1 		192.168.1.153 
192.168.1.1 		192.168.1.129 
192.168.1.116 		192.168.1.1 
192.168.1.1 		192.168.1.156 
192.168.1.156 		192.168.1.1 
192.168.1.1 		192.168.1.153 
192.168.1.156 		192.168.1.1 
192.168.1.1 		192.168.1.167 
192.168.1.156 		192.168.1.1 
192.168.1.1 		192.168.1.153 
192.168.1.1 		192.168.1.153 
192.168.1.1 		192.168.1.176 
192.168.1.1 		192.168.1.114 
192.168.1.1 		192.168.1.113 
192.168.1.1 		192.168.1.153 
192.168.1.1 		192.168.1.176 
192.168.1.1 		192.168.1.153 
192.168.1.1 		192.168.1.102 
192.168.1.1 		192.168.1.153 
192.168.1.1 		192.168.1.156 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.153 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.153 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.169 
192.168.1.1 		192.168.1.153 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.169 
192.168.1.1 		192.168.1.153 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.169 
192.168.1.1 		192.168.1.153 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.169 
192.168.1.1 		192.168.1.153 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.191 
192.168.1.1 		192.168.1.153 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.112 
192.168.1.1 		192.168.1.153 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.182 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.127 
192.168.1.180 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.135 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.176 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.176 
192.168.1.1 		192.168.1.127 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.176 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.127 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.176 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.127 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.161 
192.168.1.1 		192.168.1.176 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.157 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.127 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.127 
192.168.1.167 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.195 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.169 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.127 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.149 
192.168.1.1 		192.168.1.103 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.116 
192.168.1.1 		192.168.1.114 
192.168.1.1 		192.168.1.127 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.127 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.156 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.173 
192.168.1.157 		192.168.1.1 
192.168.1.1 		192.168.1.179 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.156 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.173 
192.168.1.1 		192.168.1.127 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.173 
192.168.1.1 		192.168.1.127 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.173 
192.168.1.1 		192.168.1.127 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.125 
192.168.1.1 		192.168.1.173 
192.168.1.1 		192.168.1.127 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.173 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.173 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.173 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.173 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.173 
192.168.1.1 		192.168.1.138 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.173 
192.168.1.1 		192.168.1.173 
192.168.1.1 		192.168.1.138 
192.168.1.125 		192.168.1.1 
192.168.1.1 		192.168.1.173 
192.168.1.1 		192.168.1.173 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.127 
192.168.1.140 		192.168.1.1 
192.168.1.180 		192.168.1.1 
192.168.1.1 		192.168.1.156 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.157 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.179 
192.168.1.1 		192.168.1.138 
192.168.1.1 		192.168.1.125 
192.168.1.140 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.145 
192.168.1.1 		192.168.1.173 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.173 
192.168.1.1 		192.168.1.127 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.191 
192.168.1.1 		192.168.1.145 
192.168.1.1 		192.168.1.173 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.145 
0.0.0.0 		192.168.1.145 
0.0.0.0 		192.168.1.145 
192.168.1.1 		192.168.1.138 
192.168.1.140 		192.168.1.1 
0.0.0.0 		192.168.1.145 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.145 
192.168.1.145 		192.168.1.1 
192.168.1.145 		169.254.255.255 
192.168.1.145 		169.254.255.255 
192.168.1.145 		192.168.1.1 
192.168.1.145 		192.168.1.1 
192.168.1.145 		169.254.255.255 
192.168.1.140 		192.168.1.1 
192.168.1.145 		169.254.255.255 
192.168.1.145 		169.254.255.255 
192.168.1.145 		169.254.255.255 
192.168.1.1 		192.168.1.182 
192.168.1.1 		192.168.1.138 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.145 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.138 
192.168.1.1 		192.168.1.138 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.138 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.180 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.119 
192.168.1.1 		192.168.1.129 
192.168.1.1 		192.168.1.149 
192.168.1.157 		192.168.1.1 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.125 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.128 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.127 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.127 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.173 
192.168.1.1 		192.168.1.173 
192.168.1.1 		192.168.1.187 
192.168.1.112 		192.168.1.155 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.138 
192.168.1.1 		192.168.1.182 
192.168.1.1 		192.168.1.145 
192.168.1.1 		192.168.1.138 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.117 
192.168.1.1 		192.168.1.180 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.190 
192.168.1.127 		192.168.1.1 
192.168.1.127 		192.168.1.1 
192.168.1.153 		192.168.1.1 
192.168.1.1 		192.168.1.190 
192.168.1.117 		192.168.1.1 
192.168.1.1 		192.168.1.129 
192.168.1.1 		192.168.1.129 
192.168.1.1 		192.168.1.129 
192.168.1.1 		192.168.1.157 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.114 
192.168.1.1 		192.168.1.125 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.153 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.189 
192.168.1.157 		192.168.1.1 
192.168.1.172 		192.168.1.1 
192.168.1.172 		192.168.1.1 
192.168.1.1 		192.168.1.176 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.129 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.176 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.189 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.176 
192.168.1.1 		192.168.1.179 
192.168.1.1 		192.168.1.128 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.176 
192.168.1.1 		192.168.1.199 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.182 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.172 
192.168.1.1 		192.168.1.182 
192.168.1.1 		192.168.1.176 
192.168.1.1 		192.168.1.199 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.122 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.123 
192.168.1.187 		192.168.1.1 
192.168.1.187 		192.168.1.1 
192.168.1.187 		192.168.1.1 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.116 
192.168.1.1 		192.168.1.122 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.139 
192.168.1.1 		192.168.1.115 
192.168.1.1 		192.168.1.180 
192.168.1.1 		192.168.1.115 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.139 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.139 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.187 
192.168.1.190 		192.168.1.1 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.104 
192.168.1.1 		192.168.1.157 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.139 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.153 
192.168.1.1 		192.168.1.139 
0.0.0.0 		169.254.160.246 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.125 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.103 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.179 
192.168.1.1 		192.168.1.122 
192.168.1.180 		192.168.1.1 
192.168.1.1 		192.168.1.189 
192.168.1.164 		192.168.1.1 
192.168.1.164 		192.168.1.1 
192.168.1.1 		192.168.1.139 
192.168.1.1 		192.168.1.139 
192.168.1.1 		192.168.1.172 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.139 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.182 
192.168.1.157 		192.168.1.1 
0.0.0.0 		169.254.57.203 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.116 
192.168.1.140 		192.168.1.1 
0.0.0.0 		169.254.57.203 
0.0.0.0 		169.254.57.203 
192.168.1.1 		192.168.1.122 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.199 
192.168.1.1 		192.168.1.180 
192.168.1.1 		192.168.1.164 
192.168.1.144 		192.168.1.1 
169.254.57.203 		17.173.254.222 
169.254.57.203 		17.173.254.223 
169.254.57.203 		17.173.254.222 
169.254.57.203 		17.173.254.223 
192.168.1.1 		192.168.1.122 
169.254.57.203 		17.173.254.222 
169.254.57.203 		17.173.254.223 
192.168.1.1 		192.168.1.122 
169.254.57.203 		17.173.254.222 
169.254.57.203 		17.173.254.223 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.129 
192.168.1.1 		192.168.1.144 
192.168.1.1 		192.168.1.129 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.129 
192.168.1.1 		192.168.1.128 
192.168.1.1 		192.168.1.129 
192.168.1.1 		192.168.1.159 
192.168.1.1 		192.168.1.189 
100.121.182.20 		192.168.1.1 
100.121.182.20 		192.168.1.1 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.195 
192.168.1.1 		192.168.1.129 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.195 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.112 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.198 
192.168.1.1 		192.168.1.195 
192.168.1.1 		192.168.1.139 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.139 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.172 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.182 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.179 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.189 
0.0.0.0 		169.254.215.90 
192.168.1.1 		192.168.1.122 
0.0.0.0 		169.254.215.90 
192.168.1.1 		192.168.1.189 
192.168.1.189 		192.168.1.1 
192.168.1.157 		192.168.1.1 
0.0.0.0 		192.168.1.189 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.191 
192.168.1.1 		192.168.1.122 
0.0.0.0 		192.168.1.189 
192.168.1.1 		192.168.1.128 
0.0.0.0 		192.168.1.189 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.122 
192.168.1.108 		192.168.1.1 
192.168.1.108 		192.168.1.1 
192.168.1.1 		192.168.1.119 
192.168.1.1 		192.168.1.153 
192.168.1.1 		192.168.1.198 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.149 
192.168.1.1 		192.168.1.108 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.195 
192.168.1.1 		192.168.1.122 
192.168.1.144 		192.168.1.1 
192.168.1.1 		192.168.1.190 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.189 
192.168.1.1 		192.168.1.125 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.114 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.114 
192.168.1.1 		192.168.1.116 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.107 
192.168.1.1 		192.168.1.197 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.199 
0.0.0.0 		169.254.146.195 
192.168.1.1 		192.168.1.159 
192.168.1.1 		192.168.1.122 
0.0.0.0 		169.254.146.195 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.123 
192.168.1.1 		192.168.1.153 
192.168.1.1 		192.168.1.197 
0.0.0.0 		169.254.146.195 
0.0.0.0 		169.254.146.195 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.153 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.127 
0.0.0.0 		192.168.1.197 
192.168.1.197 		192.168.1.1 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.129 
0.0.0.0 		192.168.1.197 
0.0.0.0 		192.168.1.197 
192.168.1.1 		192.168.1.191 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.128 
192.168.1.1 		192.168.1.129 
192.168.1.157 		192.168.1.1 
0.0.0.0 		192.168.1.197 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.182 
192.168.1.1 		192.168.1.182 
192.168.1.1 		192.168.1.164 
192.168.1.1 		192.168.1.129 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.153 
192.168.1.1 		192.168.1.122 
192.168.1.180 		192.168.1.1 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.129 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.129 
192.168.1.1 		192.168.1.114 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.129 
192.168.1.1 		192.168.1.114 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.197 
192.168.1.1 		192.168.1.197 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.180 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.167 
192.168.1.197 		192.168.1.1 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.125 
192.168.1.1 		192.168.1.167 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.167 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.167 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.122 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.179 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.115 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.179 
192.168.1.1 		192.168.1.122 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.122 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.198 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.198 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.129 
192.168.1.1 		192.168.1.198 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.129 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.129 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.135 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.129 
192.168.1.1 		192.168.1.153 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.164 
192.168.1.1 		192.168.1.129 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.149 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.199 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.198 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.198 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.198 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.125 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.127 
192.168.1.157 		192.168.1.1 
192.168.1.1 		192.168.1.180 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.198 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.198 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.116 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.198 
192.168.1.1 		192.168.1.172 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.159 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.115 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.172 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.144 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.190 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.172 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.172 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.172 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.119 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.179 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.179 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.179 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.179 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.179 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.180 
192.168.1.1 		192.168.1.195 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.179 
192.168.1.179 		192.168.1.1 
192.168.1.1 		192.168.1.164 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.122 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.119 
0.0.0.0 		169.254.146.195 
0.0.0.0 		169.254.146.195 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.119 
192.168.1.1 		192.168.1.127 
0.0.0.0 		169.254.146.195 
192.168.1.1 		192.168.1.172 
192.168.1.1 		192.168.1.144 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.125 
192.168.1.1 		192.168.1.175 
192.168.1.1 		192.168.1.179 
0.0.0.0 		192.168.1.175 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.175 
192.168.1.197 		192.168.1.1 
192.168.1.140 		192.168.1.1 
0.0.0.0 		192.168.1.197 
0.0.0.0 		192.168.1.197 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.167 
0.0.0.0 		192.168.1.175 
192.168.1.1 		192.168.1.119 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.167 
0.0.0.0 		192.168.1.175 
0.0.0.0 		192.168.1.197 
192.168.1.1 		192.168.1.119 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.167 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.119 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.119 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.182 
192.168.1.1 		192.168.1.182 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.119 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.112 
192.168.1.1 		192.168.1.151 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.151 
192.168.1.1 		192.168.1.119 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.151 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.119 
192.168.1.140 		192.168.1.1 
192.168.1.1 		192.168.1.151 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.187 
192.168.1.1 		192.168.1.117 
192.168.1.1 		192.168.1.127 
192.168.1.1 		192.168.1.151 
192.168.1.1 		192.168.1.119 
192.168.1.1 		192.168.1.167 
192.168.1.1 		192.168.1.103 
